City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
259,Sao Felix Do Xingu,BR,2021-07-20 01:52:07,-6.6447,-51.995,74.28,45,17,1.36,few clouds
260,Inhambane,MZ,2021-07-20 01:52:07,-23.865,35.3833,64.17,92,19,6.29,few clouds
261,Krasnaya Gora,RU,2021-07-20 01:52:09,52.9995,31.6023,66.11,91,64,4.14,broken clouds
262,Kholm,RU,2021-07-20 01:52:09,59.2667,32.85,51.31,84,4,4.7,clear sky
263,Maceio,BR,2021-07-20 01:48:38,-9.6658,-35.7353,72.84,100,75,3.44,broken clouds
264,Oxelosund,SE,2021-07-20 01:52:09,58.6706,17.1015,55.33,76,0,4.61,clear sky
265,Vallenar,CL,2021-07-20 01:52:10,-28.5708,-70.7581,60.71,36,0,1.23,clear sky
266,Severodvinsk,RU,2021-07-20 01:52:10,64.5635,39.8302,57.31,66,84,8.03,light rain
267,Ugoofaaru,MV,2021-07-20 01:52:10,5.6667,73.0,82.47,75,84,8.37,broken clouds
268,Baft,IR,2021-07-20 01:52:11,29.234,56.6057,70.05,33,14,6.13,few clouds
269,Mezen,RU,2021-07-20 01:52:11,65.8522,44.24,53.01,75,11,7.34,few clouds
270,Sabla,NG,2021-07-20 01:52:11,12.7525,4.7077,80.53,69,13,12.06,few clouds
271,Bandarbeyla,SO,2021-07-20 01:52:12,9.4942,50.8122,78.64,72,94,31.79,overcast clouds
272,Manta,EC,2021-07-20 01:47:20,-0.95,-80.7333,73.18,88,75,12.66,broken clouds
273,Lukovetskiy,RU,2021-07-20 01:52:12,64.2956,41.9211,57.18,67,92,5.66,overcast clouds
274,Libertador General San Martin,AR,2021-07-20 01:52:13,-23.8064,-64.7876,50.94,54,29,3.24,scattered clouds
275,Richards Bay,ZA,2021-07-20 01:52:13,-28.783,32.0377,56.62,79,0,9.48,clear sky
276,Santa Isabel Do Rio Negro,BR,2021-07-20 01:52:13,-0.4139,-65.0192,72.64,91,6,0.45,clear sky
277,Geraldton,AU,2021-07-20 01:52:13,-28.7667,114.6,57.61,88,90,20.71,light rain
278,Boras,SE,2021-07-20 01:52:14,57.721,12.9401,59.54,96,100,6.67,overcast clouds
279,Bethel Park,US,2021-07-20 01:50:29,40.3276,-80.0395,73.53,74,1,3.67,clear sky
280,Inirida,CO,2021-07-20 01:52:15,3.8653,-67.9239,72.32,98,95,2.82,overcast clouds
281,Havelock,US,2021-07-20 01:50:28,34.8791,-76.9013,78.94,94,90,7.0,light rain
282,Ilulissat,GL,2021-07-20 01:48:23,69.2167,-51.1,42.82,87,75,11.5,light rain
283,Ilhabela,BR,2021-07-20 01:52:16,-23.7781,-45.3581,57.27,65,37,5.95,scattered clouds
284,San Luis,AR,2021-07-20 01:52:16,-33.295,-66.3356,48.81,28,0,12.44,clear sky
285,Tyumentsevo,RU,2021-07-20 01:52:17,53.3224,81.498,65.19,67,100,5.01,overcast clouds
286,Treinta Y Tres,UY,2021-07-20 01:52:17,-33.2333,-54.3833,40.98,89,0,6.51,clear sky
287,Lebu,CL,2021-07-20 01:48:03,-37.6167,-73.65,51.91,92,87,10.31,overcast clouds
288,Jose Bonifacio,BR,2021-07-20 01:52:17,-21.0528,-49.6883,52.86,29,5,5.14,clear sky
289,Necochea,AR,2021-07-20 01:52:18,-38.5473,-58.7368,46.04,54,100,14.56,overcast clouds
290,Kanye,BW,2021-07-20 01:52:19,-24.9667,25.3327,40.98,48,0,4.76,clear sky
291,Opuwo,NA,2021-07-20 01:52:19,-18.0607,13.84,55.89,40,0,2.66,clear sky
292,Urumqi,CN,2021-07-20 01:48:20,43.801,87.6005,81.55,23,0,6.71,clear sky
293,Taltal,CL,2021-07-20 01:51:14,-25.4,-70.4833,57.74,78,10,2.1,clear sky
294,Ancud,CL,2021-07-20 01:48:52,-41.8697,-73.8203,51.33,96,100,3.02,overcast clouds
295,Niono,ML,2021-07-20 01:52:20,14.2526,-5.993,79.72,56,100,7.99,overcast clouds
296,Chapais,CA,2021-07-20 01:47:44,49.7834,-74.8492,55.18,93,100,6.82,overcast clouds
297,Bloemfontein,ZA,2021-07-20 01:52:20,-29.1211,26.214,24.28,63,0,1.14,clear sky
298,Kaya,BF,2021-07-20 01:51:17,13.0917,-1.0844,82.29,64,100,7.9,overcast clouds
299,Nara,JP,2021-07-20 01:52:21,34.6851,135.8049,91.98,47,5,3.83,clear sky
300,Kolda,SN,2021-07-20 01:52:21,12.8833,-14.95,78.53,88,86,4.21,overcast clouds
301,Gamba,GA,2021-07-20 01:52:22,-2.65,10.0,70.11,92,3,3.58,clear sky
302,Sinnamary,GF,2021-07-20 01:52:22,5.3833,-52.95,77.56,85,100,3.42,overcast clouds
303,Tomaszow Mazowiecki,PL,2021-07-20 01:52:22,51.5313,20.0086,60.57,10,1,5.39,clear sky
304,Vestmanna,FO,2021-07-20 01:52:23,62.1564,-7.1664,47.32,100,90,1.14,mist
305,Gobabis,NA,2021-07-20 01:52:23,-22.45,18.9667,44.28,38,0,11.41,clear sky
306,Kushmurun,KZ,2021-07-20 01:52:23,52.4503,64.6311,63.95,81,8,9.98,clear sky
307,Komatipoort,ZA,2021-07-20 01:52:23,-25.4332,31.9548,53.78,66,3,3.36,clear sky
308,Iqaluit,CA,2021-07-20 01:48:22,63.7506,-68.5145,44.33,75,75,4.0,broken clouds
309,Jawhar,SO,2021-07-20 01:52:24,2.7809,45.5005,73.92,82,100,14.0,overcast clouds
310,Tabory,RU,2021-07-20 01:52:25,58.5198,64.5495,66.36,69,8,2.68,clear sky
311,Le Port,RE,2021-07-20 01:52:26,-20.9373,55.2919,69.8,72,5,8.1,clear sky
312,Jiwani,PK,2021-07-20 01:52:26,25.05,61.7417,84.38,86,100,13.87,overcast clouds
313,Groningen,NL,2021-07-20 01:52:26,53.25,6.75,62.64,79,90,2.3,overcast clouds
314,Buraydah,SA,2021-07-20 01:52:27,26.326,43.975,88.25,14,11,6.73,few clouds
315,Birao,CF,2021-07-20 01:52:27,10.2849,22.7882,70.23,95,92,4.97,overcast clouds
316,Gazanjyk,TM,2021-07-20 01:52:27,39.2446,55.5154,86.43,29,0,4.16,clear sky
317,Santo Antonio Do Ica,BR,2021-07-20 01:52:27,-3.1022,-67.9397,72.1,97,39,0.76,scattered clouds
318,Cayenne,GF,2021-07-20 01:47:33,4.9333,-52.3333,78.1,90,0,0.0,clear sky
319,Maarianhamina,AX,2021-07-20 01:52:28,60.0973,19.9348,49.86,100,0,1.14,clear sky
320,Burevestnik,RU,2021-07-20 01:52:28,56.144,43.7883,67.75,94,0,2.24,clear sky
321,Nikki,BJ,2021-07-20 01:52:29,9.9401,3.2108,70.75,95,19,8.12,light rain
322,Boende,CD,2021-07-20 01:52:29,-0.2167,20.8667,71.53,75,61,2.44,broken clouds
323,Mogadouro,PT,2021-07-20 01:52:29,41.3403,-6.7119,62.78,63,53,2.95,broken clouds
324,Laguna,US,2021-07-20 01:52:30,38.421,-121.4238,100.22,27,1,7.0,clear sky
325,Bulaevo,KZ,2021-07-20 01:52:30,54.9056,70.4439,62.19,84,98,3.33,overcast clouds
326,Coquimbo,CL,2021-07-20 01:50:44,-29.9533,-71.3436,49.73,100,75,5.75,broken clouds
327,Namibe,AO,2021-07-20 01:52:30,-15.1961,12.1522,67.12,87,3,7.92,clear sky
328,Grindavik,IS,2021-07-20 01:52:32,63.8424,-22.4338,52.27,100,90,5.75,mist
329,Tarko-Sale,RU,2021-07-20 01:51:18,64.9225,77.785,60.82,65,2,5.3,clear sky
330,Rio Grande,BR,2021-07-20 01:49:17,-32.035,-52.0986,40.95,85,0,10.42,clear sky
331,Kamennogorsk,RU,2021-07-20 01:50:45,60.9545,29.1339,59.52,75,86,5.12,overcast clouds
332,Sakakah,SA,2021-07-20 01:52:34,29.9697,40.2064,92.77,14,52,5.44,broken clouds
333,Lubao,PH,2021-07-20 01:52:35,14.9167,120.55,84.22,88,100,7.16,moderate rain
334,Sao Pedro Da Cadeira,PT,2021-07-20 01:52:35,39.0698,-9.3717,66.2,87,95,10.0,overcast clouds
335,Svetlyy,RU,2021-07-20 01:52:36,54.675,20.1347,60.85,85,2,6.89,clear sky
336,Cozumel,MX,2021-07-20 01:51:50,20.5083,-86.9458,83.95,88,0,1.99,clear sky
337,The Valley,AI,2021-07-20 01:52:36,18.217,-63.0578,82.26,76,47,19.98,scattered clouds
338,Pemba,MZ,2021-07-20 01:52:37,-12.974,40.5178,68.7,93,20,8.01,few clouds
339,Bonavista,CA,2021-07-20 01:52:37,48.6499,-53.1147,64.4,80,100,13.06,overcast clouds
340,Olafsvik,IS,2021-07-20 01:52:37,64.8945,-23.7142,51.62,97,100,10.45,overcast clouds
341,Bam,IR,2021-07-20 01:52:39,29.106,58.357,85.66,18,0,11.74,clear sky
342,Castro,BR,2021-07-20 01:52:39,-24.7911,-50.0119,37.58,66,15,2.66,few clouds
343,Taucha,DE,2021-07-20 01:52:39,51.3833,12.4833,61.86,79,0,5.75,clear sky
344,Constitucion,CL,2021-07-20 01:52:39,-35.3333,-72.4167,53.58,71,37,5.66,scattered clouds
345,Impfondo,CG,2021-07-20 01:52:40,1.6381,18.0667,71.85,81,94,1.12,overcast clouds
346,Chapleau,CA,2021-07-20 01:52:40,47.8405,-83.4034,73.49,68,75,4.61,moderate rain
347,Severomorsk,RU,2021-07-20 01:52:40,69.0689,33.4162,46.8,82,100,8.3,overcast clouds
348,Timizart,DZ,2021-07-20 01:52:42,36.8,4.2667,69.12,61,0,3.49,clear sky
349,Mayumba,GA,2021-07-20 01:49:44,-3.432,10.6554,70.29,92,11,5.28,few clouds
350,Harbour Breton,CA,2021-07-20 01:52:42,47.4833,-55.7983,60.46,84,100,7.2,overcast clouds
351,Boma,GH,2021-07-20 01:52:42,7.0805,-2.1697,69.69,98,84,4.18,broken clouds
352,Gusino,RU,2021-07-20 01:52:43,54.7244,31.368,59.47,73,73,6.24,broken clouds
353,Georgiyevka,KZ,2021-07-20 01:52:43,43.0369,74.7114,71.64,40,13,4.47,few clouds
354,Paraul,RU,2021-07-20 01:52:43,42.7419,47.3553,64.94,56,0,5.68,clear sky
355,Nioro,GM,2021-07-20 01:48:22,13.35,-15.75,79.16,84,49,5.61,scattered clouds
356,Qaqortoq,GL,2021-07-20 01:52:44,60.7167,-46.0333,43.45,87,91,2.37,overcast clouds
357,Dmitriyevka,RU,2021-07-20 01:52:44,54.75,55.3333,62.15,61,10,4.47,clear sky
358,Missao Velha,BR,2021-07-20 01:52:45,-7.2497,-39.1431,77.49,47,20,0.0,few clouds
359,Abu Zabad,SD,2021-07-20 01:52:45,12.35,29.25,77.38,72,100,12.82,overcast clouds
360,Khandbari,NP,2021-07-20 01:52:45,27.3747,87.2039,73.22,95,100,0.81,overcast clouds
361,Auray,FR,2021-07-20 01:52:46,47.6703,-2.9918,71.74,80,2,10.09,clear sky
362,Lagoa,PT,2021-07-20 01:48:45,39.05,-27.9833,69.15,85,98,27.85,overcast clouds
363,Sukhobezvodnoye,RU,2021-07-20 01:52:46,57.0491,44.8891,65.97,89,84,3.2,broken clouds
364,Vilcun,CL,2021-07-20 01:52:46,-38.65,-72.2333,45.34,94,73,1.52,broken clouds
365,Jeffersontown,US,2021-07-20 01:52:47,38.1942,-85.5644,77.4,78,68,6.93,broken clouds
366,Kifri,IQ,2021-07-20 01:52:47,34.6959,44.9661,95.45,13,0,10.09,clear sky
367,Corn Island,NI,2021-07-20 01:52:47,12.1694,-83.0418,81.77,80,100,18.03,overcast clouds
368,Tinaquillo,VE,2021-07-20 01:52:48,9.9186,-68.3047,69.98,100,100,0.78,overcast clouds
369,Krasnoselkup,RU,2021-07-20 01:48:10,65.7,82.4667,57.38,57,23,5.57,few clouds
370,Ardesen,TR,2021-07-20 01:52:48,41.1911,40.9875,75.16,68,0,2.21,clear sky
371,Pangnirtung,CA,2021-07-20 01:47:56,66.1451,-65.7125,40.57,98,100,4.63,light rain
372,Derzhavinsk,KZ,2021-07-20 01:52:48,51.1,66.3167,64.65,64,4,11.7,clear sky
373,San Cristobal,VE,2021-07-20 01:52:49,7.7669,-72.225,77.18,94,95,3.06,overcast clouds
374,Birjand,IR,2021-07-20 01:52:49,32.8663,59.2211,73.87,16,0,0.0,clear sky
375,Livingstone,ZM,2021-07-20 01:52:49,-17.8419,25.8543,50.05,57,3,2.28,clear sky
376,Najran,SA,2021-07-20 01:52:50,17.4924,44.1277,81.25,54,100,14.52,overcast clouds
377,Rudbar,AF,2021-07-20 01:52:50,30.15,62.6,88.0,15,0,22.77,clear sky
378,Bara,NG,2021-07-20 01:52:50,10.3744,10.7288,74.75,85,66,8.34,broken clouds
379,Rincon De La Victoria,ES,2021-07-20 01:52:51,36.7172,-4.2758,78.35,63,0,2.64,clear sky
380,Limbdi,IN,2021-07-20 01:52:51,22.5667,71.8,83.37,72,100,18.07,overcast clouds
381,Ordynskoye,RU,2021-07-20 01:52:51,54.3656,81.8994,65.44,67,68,4.09,broken clouds
382,Quelimane,MZ,2021-07-20 01:52:52,-17.8786,36.8883,58.95,100,4,3.0,fog
383,San Carlos De Bariloche,AR,2021-07-20 01:50:51,-41.1456,-71.3082,49.75,76,40,16.11,moderate rain
384,Biu,NG,2021-07-20 01:52:52,10.6129,12.1946,69.42,85,99,5.01,overcast clouds
385,Severnyy-Kospashskiy,RU,2021-07-20 01:52:52,59.0925,57.8008,61.61,90,78,4.56,broken clouds
386,Lafia,NG,2021-07-20 01:52:53,8.4833,8.5167,72.01,98,98,2.39,moderate rain
387,Nador,MA,2021-07-20 01:52:53,35.174,-2.9287,73.65,56,0,5.75,clear sky
388,Plettenberg Bay,ZA,2021-07-20 01:52:53,-34.0527,23.3716,55.85,85,100,6.51,light rain
389,Mocuba,MZ,2021-07-20 01:52:54,-16.8392,36.9856,59.52,98,14,1.68,few clouds
390,Maniitsoq,GL,2021-07-20 01:48:13,65.4167,-52.9,42.22,92,100,20.02,overcast clouds
391,Beyla,GN,2021-07-20 01:52:54,8.6833,-8.6333,67.03,99,60,4.52,broken clouds
392,Coracao De Jesus,BR,2021-07-20 01:52:54,-16.6853,-44.365,75.92,52,11,4.81,few clouds
393,Ebensee,AT,2021-07-20 01:52:55,47.8072,13.779,62.55,96,57,2.06,broken clouds
394,Pachino,IT,2021-07-20 01:52:55,36.7186,15.0907,77.04,81,0,2.77,clear sky
395,Fatsa,TR,2021-07-20 01:52:55,41.0278,37.5014,73.38,85,0,4.52,clear sky
396,Bozova,TR,2021-07-20 01:52:56,37.3625,38.5267,83.32,37,0,5.57,clear sky
397,Ratnagiri,IN,2021-07-20 01:52:56,16.9833,73.3,78.46,87,100,7.99,overcast clouds
398,Sechenovo,RU,2021-07-20 01:52:56,55.2244,45.8906,66.24,89,99,4.5,overcast clouds
399,Irtyshskiy,RU,2021-07-20 01:52:57,58.3333,68.1333,62.31,88,14,5.48,few clouds
400,Conceicao Do Araguaia,BR,2021-07-20 01:52:57,-8.2578,-49.2647,80.73,47,0,3.44,clear sky
401,Kurduvadi,IN,2021-07-20 01:52:57,18.0833,75.4333,72.73,88,100,10.69,overcast clouds
402,Urucara,BR,2021-07-20 01:52:58,-2.5364,-57.76,79.11,69,34,1.77,scattered clouds
403,Verkhnetulomskiy,RU,2021-07-20 01:52:58,68.6073,31.7962,46.53,90,100,6.55,overcast clouds
404,Oriximina,BR,2021-07-20 01:52:58,-1.7656,-55.8661,76.08,77,5,4.36,clear sky
405,Volchansk,RU,2021-07-20 01:52:59,59.9378,60.081,65.19,65,100,3.49,overcast clouds
406,Atasu,KZ,2021-07-20 01:52:59,48.6814,71.6433,73.29,50,77,9.62,broken clouds
407,Hammerfest,NO,2021-07-20 01:52:59,70.6634,23.6821,43.25,81,90,21.85,light rain
408,Kubachi,RU,2021-07-20 01:53:00,42.086,47.6034,62.74,59,1,6.78,clear sky
409,Havoysund,NO,2021-07-20 01:53:00,70.9963,24.6622,43.68,79,99,30.76,light rain
410,Koster,ZA,2021-07-20 01:53:00,-25.863,26.8976,35.1,43,0,2.01,clear sky
411,Senador Jose Porfirio,BR,2021-07-20 01:53:01,-2.5908,-51.9542,79.23,73,100,3.27,overcast clouds
412,Iberia,US,2021-07-20 01:53:01,29.9502,-91.7507,78.76,86,100,6.44,overcast clouds
413,Sao Jose Da Coroa Grande,BR,2021-07-20 01:53:01,-8.8978,-35.1478,76.19,81,93,8.57,overcast clouds
414,Howell,US,2021-07-20 01:49:40,42.6073,-83.9294,78.49,88,1,0.0,clear sky
415,Cocentaina,ES,2021-07-20 01:53:02,38.7398,-0.4398,72.21,73,0,4.03,clear sky
416,Bonthe,SL,2021-07-20 01:53:02,7.5264,-12.505,76.41,89,76,6.22,light rain
417,Bombay,IN,2021-07-20 01:48:51,19.0144,72.8479,82.38,89,75,11.5,haze
418,Caravelas,BR,2021-07-20 01:53:03,-17.7125,-39.2481,71.64,92,0,4.52,clear sky
419,Boralday,KZ,2021-07-20 01:53:03,43.3578,76.8594,76.86,36,20,0.0,few clouds
420,Grenada,ES,2021-07-20 01:48:41,37.1882,-3.6067,72.91,49,0,1.01,clear sky
421,Yarada,IN,2021-07-20 01:53:04,17.65,83.2667,84.61,73,100,9.4,overcast clouds
422,Murgab,TM,2021-07-20 01:53:04,37.4966,61.9714,78.67,31,0,9.22,clear sky
423,Majalgaon,IN,2021-07-20 01:53:04,19.15,76.2333,75.88,85,100,13.09,overcast clouds
424,Kibre Mengist,ET,2021-07-20 01:53:04,5.8833,38.9833,57.65,87,100,1.3,overcast clouds
425,Tchibanga,GA,2021-07-20 01:53:05,-2.85,11.0333,65.66,93,13,1.97,few clouds
426,Palma Di Montechiaro,IT,2021-07-20 01:53:05,37.1926,13.765,73.62,61,0,5.23,clear sky
427,Kapoeta,SS,2021-07-20 01:53:05,4.7717,33.5903,70.11,82,90,2.08,light rain
428,Chelyabinsk,RU,2021-07-20 01:52:31,55.1544,61.4297,64.49,88,1,4.47,mist
429,Oistins,BB,2021-07-20 01:53:06,13.0667,-59.5333,80.69,78,40,21.85,scattered clouds
430,La Rioja,ES,2021-07-20 01:53:06,42.25,-2.5,60.58,55,0,4.99,clear sky
431,Kjollefjord,NO,2021-07-20 01:53:06,70.9457,27.3465,43.75,79,57,26.73,light rain
432,Madarounfa,NE,2021-07-20 01:53:07,13.3087,7.156,81.82,66,26,12.41,scattered clouds
433,Bilma,NE,2021-07-20 01:53:08,18.6853,12.9164,88.92,33,4,10.67,clear sky
434,Menzelinsk,RU,2021-07-20 01:53:09,55.7271,53.1026,69.04,58,48,2.08,scattered clouds
435,Sao Miguel Do Araguaia,BR,2021-07-20 01:53:09,-13.275,-50.1628,74.01,30,4,8.43,clear sky
436,Rundu,NA,2021-07-20 01:53:09,-17.9333,19.7667,46.45,41,10,6.38,clear sky
437,Byadgi,IN,2021-07-20 01:53:10,14.6833,75.4833,70.95,89,86,13.27,overcast clouds
438,Mitsamiouli,KM,2021-07-20 01:48:12,-11.3847,43.2844,77.04,70,1,8.41,clear sky
439,Quatre Cocos,MU,2021-07-20 01:53:10,-20.2078,57.7625,69.91,65,5,20.2,clear sky
440,Concepcion,CL,2021-07-20 01:51:32,-36.827,-73.0498,53.4,87,0,5.75,clear sky
441,Jalu,LY,2021-07-20 01:53:11,29.0331,21.5482,77.34,51,0,8.21,clear sky
442,Maldonado,UY,2021-07-20 01:53:11,-34.6667,-54.9167,39.22,89,2,5.97,clear sky
443,Praia Da Vitoria,PT,2021-07-20 01:53:11,38.7333,-27.0667,71.85,78,40,17.98,scattered clouds
444,Kalabo,ZM,2021-07-20 01:53:11,-14.97,22.6814,50.36,56,1,5.75,clear sky
445,Yarmouth,US,2021-07-20 01:53:12,41.7057,-70.2286,70.97,92,90,0.0,overcast clouds
446,Sena Madureira,BR,2021-07-20 01:53:12,-9.0656,-68.6569,67.39,64,0,2.48,clear sky
447,Almeirim,BR,2021-07-20 01:53:12,-1.5233,-52.5817,78.13,76,48,3.31,scattered clouds
448,Wickford,GB,2021-07-20 01:53:13,51.611,0.5233,67.66,92,96,6.06,overcast clouds
449,Oudtshoorn,ZA,2021-07-20 01:53:13,-33.5907,22.2014,48.56,85,100,5.14,overcast clouds
450,Cabrobo,BR,2021-07-20 01:53:13,-8.5142,-39.31,74.34,72,31,15.88,scattered clouds
451,Belmonte,BR,2021-07-20 01:53:15,-15.8631,-38.8828,73.9,90,16,7.0,few clouds
452,Seoni,IN,2021-07-20 01:53:15,22.0833,79.5333,79.63,75,100,9.17,light rain
453,Bardstown,US,2021-07-20 01:53:15,37.8092,-85.4669,77.52,79,1,3.44,clear sky
454,Dhidhdhoo,MV,2021-07-20 01:53:16,6.8833,73.1,82.54,74,99,10.33,overcast clouds
455,Visby,SE,2021-07-20 01:53:16,57.6409,18.296,66.85,94,42,4.61,scattered clouds
456,Catamarca,AR,2021-07-20 01:49:04,-28.4696,-65.7852,50.77,57,0,8.19,clear sky
457,Goiatuba,BR,2021-07-20 01:53:16,-18.0125,-49.3547,52.66,18,0,4.18,clear sky
458,Sawai Madhopur,IN,2021-07-20 01:53:17,25.9833,76.3667,81.99,74,100,11.92,overcast clouds
459,Bumba,CD,2021-07-20 01:53:17,2.1833,22.4667,70.81,85,100,2.13,overcast clouds
460,Bari,IT,2021-07-20 01:53:17,41.1177,16.8512,73.18,83,0,7.0,clear sky
461,Santa Maria,BR,2021-07-20 01:50:03,-29.6842,-53.8069,38.5,100,0,0.0,clear sky
462,Soller,ES,2021-07-20 01:53:18,39.7662,2.7152,76.03,65,0,1.01,clear sky
463,Qasigiannguit,GL,2021-07-20 01:53:18,68.8193,-51.1922,38.57,96,100,6.89,moderate rain
464,Gort,IE,2021-07-20 01:53:19,53.0664,-8.8167,62.35,95,0,0.78,clear sky
465,Pisco,PE,2021-07-20 01:53:19,-13.7,-76.2167,62.65,82,90,5.75,overcast clouds
466,Asekeyevo,RU,2021-07-20 01:53:19,53.5742,52.7972,71.31,64,11,2.62,few clouds
467,Praia,CV,2021-07-20 01:51:06,14.9215,-23.5087,75.74,88,75,2.3,broken clouds
468,Inyonga,TZ,2021-07-20 01:53:20,-6.7167,32.0667,57.88,54,0,4.97,clear sky
469,Suarez,CO,2021-07-20 01:53:20,2.954,-76.6964,66.56,78,9,4.16,clear sky
470,Goderich,CA,2021-07-20 01:50:33,43.7501,-81.7165,70.03,88,22,0.0,few clouds
471,Karacabey,TR,2021-07-20 01:53:20,40.2152,28.4038,73.45,81,0,3.6,clear sky
472,Brae,GB,2021-07-20 01:50:00,60.3964,-1.353,53.51,92,60,11.7,broken clouds
473,Porto Novo,BJ,2021-07-20 01:53:21,6.4965,2.6036,78.62,85,45,9.86,scattered clouds
474,Itarema,BR,2021-07-20 01:53:21,-2.9248,-39.9167,77.43,85,15,11.25,few clouds
475,Nadym,RU,2021-07-20 01:53:22,65.5333,72.5167,62.02,62,80,7.2,broken clouds
476,Saint-Francois,FR,2021-07-20 01:53:22,46.4154,3.9054,60.42,88,0,1.14,clear sky
477,Benjamin Constant,BR,2021-07-20 01:53:22,-4.3831,-70.0311,73.53,73,100,2.08,overcast clouds
478,Malpe,IN,2021-07-20 01:53:24,13.35,74.7167,76.3,85,58,15.17,broken clouds
479,Bud,US,2021-07-20 01:53:24,39.447,-86.1758,75.9,80,0,5.5,clear sky
480,Berlin,DE,2021-07-20 01:49:38,52.5244,13.4105,62.89,78,0,4.0,clear sky
481,Altamira,BR,2021-07-20 01:53:24,-3.2033,-52.2064,77.0,68,51,2.86,broken clouds
482,Wilmington Island,US,2021-07-20 01:53:25,32.0036,-80.9737,75.97,91,20,0.0,few clouds
483,Sovetskiy,RU,2021-07-20 01:53:25,61.3614,63.5842,66.11,64,61,6.29,broken clouds
484,Kristianstad,SE,2021-07-20 01:53:25,56.0313,14.1524,56.95,87,98,1.01,overcast clouds
485,Turayf,SA,2021-07-20 01:53:26,31.6725,38.6637,84.45,21,0,11.5,clear sky
486,Cradock,ZA,2021-07-20 01:53:26,-32.1642,25.6192,44.2,20,74,7.4,broken clouds
487,Kasamwa,TZ,2021-07-20 01:53:26,-2.85,32.4333,62.29,49,25,5.39,scattered clouds
488,Belvidere,US,2021-07-20 01:53:27,42.2639,-88.8443,75.33,79,0,3.85,clear sky
489,Ambanja,MG,2021-07-20 01:53:27,-13.6833,48.45,68.65,82,35,3.04,scattered clouds
490,Kautokeino,NO,2021-07-20 01:53:27,69.0125,23.0412,39.7,73,30,14.16,scattered clouds
491,Iracoubo,GF,2021-07-20 01:53:28,5.4802,-53.2011,78.15,85,100,4.21,overcast clouds
492,Upata,VE,2021-07-20 01:53:28,8.0086,-62.3989,70.2,97,100,3.69,overcast clouds
493,Odienne,CI,2021-07-20 01:53:28,9.51,-7.5692,71.73,93,98,3.24,overcast clouds
494,Teguise,ES,2021-07-20 01:53:29,29.0605,-13.564,70.02,56,0,9.22,clear sky
495,Lima,PE,2021-07-20 01:50:29,-12.0432,-77.0282,61.14,82,90,6.91,overcast clouds
496,Horasan,TR,2021-07-20 01:53:29,40.0458,42.1728,64.98,61,0,0.94,clear sky
497,Mehran,IR,2021-07-20 01:53:29,33.1222,46.1646,94.48,14,0,3.87,clear sky
498,Palora,EC,2021-07-20 01:53:30,-1.7,-77.9333,62.55,96,100,2.86,overcast clouds
499,Wattegama,LK,2021-07-20 01:53:30,6.7989,81.4808,76.12,69,87,4.25,overcast clouds
500,Gualaquiza,EC,2021-07-20 01:53:30,-3.4,-78.55,60.55,100,100,1.1,light rain
501,Allapalli,IN,2021-07-20 01:53:31,19.4167,80.0667,80.33,86,100,5.5,overcast clouds
502,Rosehearty,GB,2021-07-20 01:53:31,57.697,-2.1132,61.61,84,100,4.88,overcast clouds
503,Manzil Salim,TN,2021-07-20 01:53:31,35.8567,8.4765,69.8,59,0,2.46,clear sky
504,Saint-Joseph,RE,2021-07-20 01:53:32,-21.3667,55.6167,68.38,73,35,16.13,scattered clouds
505,Gainesville,US,2021-07-20 01:50:20,29.6516,-82.3248,78.57,72,90,3.44,mist
506,Cascais,PT,2021-07-20 01:53:32,38.6979,-9.4215,66.47,70,69,20.0,broken clouds
507,Tabou,CI,2021-07-20 01:53:33,4.423,-7.3528,76.1,74,71,9.51,broken clouds
508,Leh,IN,2021-07-20 01:53:33,34.1667,77.5833,62.19,55,88,3.18,overcast clouds
509,Maues,BR,2021-07-20 01:53:33,-3.3836,-57.7186,78.96,69,86,1.05,overcast clouds
510,Santiago De Cao,PE,2021-07-20 01:53:34,-7.9589,-79.2392,64.53,88,40,6.91,scattered clouds
511,Aktau,KZ,2021-07-20 01:53:34,43.65,51.2,72.18,46,0,6.62,clear sky
512,Sao Jose Do Belmonte,BR,2021-07-20 01:53:34,-7.8614,-38.7597,70.25,72,2,9.26,clear sky
513,Pontes E Lacerda,BR,2021-07-20 01:53:35,-15.2261,-59.3353,56.79,29,1,4.5,clear sky
514,Tacna,PE,2021-07-20 01:53:35,-18.0056,-70.2483,50.9,79,44,2.19,scattered clouds
515,Capitan Bado,PY,2021-07-20 01:53:35,-23.2667,-55.5333,42.73,57,74,6.24,broken clouds
516,Hobyo,SO,2021-07-20 01:53:36,5.3505,48.5268,75.47,84,72,23.47,broken clouds
517,Jashpurnagar,IN,2021-07-20 01:53:36,22.9,84.15,76.05,84,100,3.02,moderate rain
518,Chipinge,ZW,2021-07-20 01:53:36,-20.1883,32.6236,45.37,90,0,2.21,clear sky
519,Wagar,SD,2021-07-20 01:53:37,16.1525,36.2032,79.5,71,100,18.7,overcast clouds
520,Carauari,BR,2021-07-20 01:53:37,-4.8828,-66.8958,75.92,74,60,2.59,broken clouds
521,Keetmanshoop,NA,2021-07-20 01:53:37,-26.5833,18.1333,52.72,32,21,8.05,few clouds
