City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
112,Nicoya,CR,2021-07-18 20:54:45,10.1483,-85.452,89.15,72,98,10.78
113,Ancud,CL,2021-07-18 20:53:27,-41.8697,-73.8203,47.73,79,99,5.28
114,Berlevag,NO,2021-07-18 20:54:45,70.8578,29.0864,49.8,87,75,16.11
115,Axim,GH,2021-07-18 20:54:12,4.8699,-2.2405,75.92,80,76,8.14
116,Arvika,SE,2021-07-18 20:54:46,59.6553,12.5852,61.41,68,13,3.62
117,Royan,FR,2021-07-18 20:54:46,45.6285,-1.0281,77.04,66,0,9.73
118,Abu Dhabi,AE,2021-07-18 20:50:49,24.4667,54.3667,93.31,66,0,6.91
119,Adre,TD,2021-07-18 20:54:46,13.4667,22.2,69.22,78,100,4.83
120,Bardiyah,LY,2021-07-18 20:54:47,31.7561,25.0865,78.01,69,0,8.3
121,Kaka,TM,2021-07-18 20:54:47,37.3482,59.6143,84.49,20,0,1.25
122,Saint Pete Beach,US,2021-07-18 20:54:47,27.7253,-82.7412,91.15,62,99,1.99
123,Tiznit,MA,2021-07-18 20:54:48,29.5833,-9.5,83.91,24,0,7.83
124,Sao Luiz Gonzaga,BR,2021-07-18 20:51:11,-28.4083,-54.9608,45.1,59,0,10.09
125,Maua,BR,2021-07-18 20:54:48,-23.6678,-46.4614,71.89,27,45,5.06
126,Chicama,PE,2021-07-18 20:54:48,-7.8447,-79.1469,66.74,62,18,8.14
127,Kruisfontein,ZA,2021-07-18 20:49:27,-34.0033,24.7314,59.38,24,0,9.1
128,Namibe,AO,2021-07-18 20:52:56,-15.1961,12.1522,68.76,83,98,0.78
129,Cayenne,GF,2021-07-18 20:54:49,4.9333,-52.3333,86.04,76,0,3.0
130,Bridgetown,BB,2021-07-18 20:53:01,13.1,-59.6167,86.49,70,40,18.41
131,Suoyarvi,RU,2021-07-18 20:54:49,62.0833,32.35,56.64,97,38,1.86
132,Tekirdag,TR,2021-07-18 20:54:50,40.978,27.5085,76.35,84,0,7.25
133,Saint-Francois,FR,2021-07-18 20:54:50,46.4154,3.9054,69.67,65,0,6.91
134,Chuy,UY,2021-07-18 20:51:09,-33.6971,-53.4616,50.2,90,100,23.02
135,Acarau,BR,2021-07-18 20:53:29,-2.8856,-40.12,80.26,79,47,14.43
136,Ginda,IN,2021-07-18 20:54:01,30.6945,78.4932,68.56,100,100,1.97
137,Santo Domingo,DO,2021-07-18 20:54:51,18.5001,-69.9886,79.03,85,40,1.01
